filepath,filename,ext,size_bytes,width,height,aspect,is_readable
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_252.jpg,Image_252.jpg,.jpg,48302,320,220,1.4545,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_253.jpg,Image_253.jpg,.jpg,66883,500,331,1.5106,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_254.jpg,Image_254.jpg,.jpg,100957,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_255.jpg,Image_255.jpg,.jpg,23503,189,240,0.7875,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_256.jpg,Image_256.jpg,.jpg,37025,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_257.jpg,Image_257.jpg,.jpg,42835,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_258.jpg,Image_258.jpg,.jpg,41090,320,214,1.4953,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_259.jpg,Image_259.jpg,.jpg,46807,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_26.jpg,Image_26.jpg,.jpg,38230,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_260.jpg,Image_260.jpg,.jpg,26313,320,212,1.5094,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_261.jpg,Image_261.jpg,.jpg,88613,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_262.jpg,Image_262.jpg,.jpg,26339,159,240,0.6625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_263.jpg,Image_263.jpg,.jpg,33661,320,274,1.1679,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_264.jpg,Image_264.jpg,.jpg,159279,500,412,1.2136,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_265.jpg,Image_265.jpg,.jpg,32520,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_266.jpg,Image_266.jpg,.jpg,60364,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_267.jpg,Image_267.jpg,.jpg,107293,500,348,1.4368,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_268.jpg,Image_268.jpg,.jpg,132702,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_269.jpg,Image_269.jpg,.jpg,58827,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_27.jpg,Image_27.jpg,.jpg,27963,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_270.jpg,Image_270.jpg,.jpg,38597,186,240,0.775,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_271.jpg,Image_271.jpg,.jpg,18109,216,240,0.9,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_272.jpg,Image_272.jpg,.jpg,65353,320,279,1.147,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_273.jpg,Image_273.jpg,.jpg,26987,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_274.jpg,Image_274.jpg,.jpg,28781,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_275.jpg,Image_275.jpg,.jpg,94542,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_276.jpg,Image_276.jpg,.jpg,36132,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_277.jpg,Image_277.jpg,.jpg,23756,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_278.jpg,Image_278.jpg,.jpg,23220,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_279.jpg,Image_279.jpg,.jpg,142765,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_28.jpg,Image_28.jpg,.jpg,40096,240,239,1.0042,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_280.jpg,Image_280.jpg,.jpg,58650,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_281.jpg,Image_281.jpg,.jpg,22527,221,240,0.9208,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_282.jpg,Image_282.jpg,.jpg,110265,500,382,1.3089,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_283.jpg,Image_283.jpg,.jpg,23394,320,228,1.4035,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_284.jpg,Image_284.jpg,.jpg,24162,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_285.jpg,Image_285.jpg,.jpg,45563,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_286.jpg,Image_286.jpg,.jpg,31543,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_287.jpg,Image_287.jpg,.jpg,83628,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_288.jpg,Image_288.jpg,.jpg,98077,500,411,1.2165,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_289.jpg,Image_289.jpg,.jpg,32286,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_29.jpg,Image_29.jpg,.jpg,78432,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_290.jpg,Image_290.jpg,.jpg,88722,500,248,2.0161,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_291.jpg,Image_291.jpg,.jpg,47486,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_292.jpg,Image_292.jpg,.jpg,28057,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_293.jpg,Image_293.jpg,.jpg,24079,320,257,1.2451,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_294.jpg,Image_294.jpg,.jpg,139362,500,335,1.4925,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_295.jpg,Image_295.jpg,.jpg,37557,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_296.jpg,Image_296.jpg,.jpg,41527,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_297.jpg,Image_297.jpg,.jpg,92591,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_298.jpg,Image_298.jpg,.jpg,8658,159,240,0.6625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_299.jpg,Image_299.jpg,.jpg,78940,500,374,1.3369,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_3.jpg,Image_3.jpg,.jpg,13647,159,240,0.6625,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_30.jpg,Image_30.jpg,.jpg,47559,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_300.jpg,Image_300.jpg,.jpg,65528,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_301.jpg,Image_301.jpg,.jpg,52037,240,226,1.0619,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_302.jpg,Image_302.jpg,.jpg,33009,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_303.jpg,Image_303.jpg,.jpg,19303,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_304.jpg,Image_304.jpg,.jpg,71625,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_305.jpg,Image_305.jpg,.jpg,17632,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_306.jpg,Image_306.jpg,.jpg,59220,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_307.jpg,Image_307.jpg,.jpg,31280,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_308.jpg,Image_308.jpg,.jpg,11296,168,240,0.7,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_309.jpg,Image_309.jpg,.jpg,77107,500,281,1.7794,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_31.jpg,Image_31.jpg,.jpg,61315,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_310.jpg,Image_310.jpg,.jpg,110462,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_311.jpg,Image_311.jpg,.jpg,54760,320,271,1.1808,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_312.jpg,Image_312.jpg,.jpg,37547,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_313.jpg,Image_313.jpg,.jpg,16902,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_314.jpg,Image_314.jpg,.jpg,56299,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_315.jpg,Image_315.jpg,.jpg,18868,214,240,0.8917,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_316.jpg,Image_316.jpg,.jpg,45083,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_317.jpg,Image_317.jpg,.jpg,56036,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_318.jpg,Image_318.jpg,.jpg,23386,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_319.jpg,Image_319.jpg,.jpg,49641,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_32.jpg,Image_32.jpg,.jpg,71749,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_320.jpg,Image_320.jpg,.jpg,19665,191,240,0.7958,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_321.jpg,Image_321.jpg,.jpg,79330,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_322.jpg,Image_322.jpg,.jpg,32456,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_323.jpg,Image_323.jpg,.jpg,33636,236,240,0.9833,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_324.jpg,Image_324.jpg,.jpg,69192,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_325.jpg,Image_325.jpg,.jpg,103362,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_326.jpg,Image_326.jpg,.jpg,42289,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_327.jpg,Image_327.jpg,.jpg,66263,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_328.jpg,Image_328.jpg,.jpg,59283,500,325,1.5385,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_329.jpg,Image_329.jpg,.jpg,38720,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_33.jpg,Image_33.jpg,.jpg,36789,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_330.jpg,Image_330.jpg,.jpg,35313,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_331.jpg,Image_331.jpg,.jpg,30858,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_332.jpg,Image_332.jpg,.jpg,27931,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_333.jpg,Image_333.jpg,.jpg,56792,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_334.jpg,Image_334.jpg,.jpg,52199,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_335.jpg,Image_335.jpg,.jpg,34234,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_336.jpg,Image_336.jpg,.jpg,73438,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_337.jpg,Image_337.jpg,.jpg,108497,500,436,1.1468,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_338.jpg,Image_338.jpg,.jpg,102308,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_339.jpg,Image_339.jpg,.jpg,27670,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_34.jpg,Image_34.jpg,.jpg,84372,500,404,1.2376,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_340.jpg,Image_340.jpg,.jpg,57390,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_341.jpg,Image_341.jpg,.jpg,124000,500,429,1.1655,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_342.jpg,Image_342.jpg,.jpg,48390,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_343.jpg,Image_343.jpg,.jpg,29582,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_344.jpg,Image_344.jpg,.jpg,50288,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_345.jpg,Image_345.jpg,.jpg,81162,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_346.jpg,Image_346.jpg,.jpg,21432,194,240,0.8083,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_347.jpg,Image_347.jpg,.jpg,69808,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_348.jpg,Image_348.jpg,.jpg,34889,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_349.jpg,Image_349.jpg,.jpg,61364,320,234,1.3675,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_35.jpg,Image_35.jpg,.jpg,25026,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_350.jpg,Image_350.jpg,.jpg,101912,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_351.jpg,Image_351.jpg,.jpg,94952,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_352.jpg,Image_352.jpg,.jpg,19742,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_353.jpg,Image_353.jpg,.jpg,23347,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_354.jpg,Image_354.jpg,.jpg,57881,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_355.jpg,Image_355.jpg,.jpg,24249,240,236,1.0169,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_356.jpg,Image_356.jpg,.jpg,67963,500,329,1.5198,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_357.jpg,Image_357.jpg,.jpg,40182,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_358.jpg,Image_358.jpg,.jpg,23133,199,240,0.8292,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_359.jpg,Image_359.jpg,.jpg,29185,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_36.jpg,Image_36.jpg,.jpg,47979,320,244,1.3115,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_360.jpg,Image_360.jpg,.jpg,55639,320,246,1.3008,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_361.jpg,Image_361.jpg,.jpg,38316,500,301,1.6611,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_362.jpg,Image_362.jpg,.jpg,29683,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_363.jpg,Image_363.jpg,.jpg,58766,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_364.jpg,Image_364.jpg,.jpg,60553,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_365.jpg,Image_365.jpg,.jpg,67829,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_366.jpg,Image_366.jpg,.jpg,66827,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_367.jpg,Image_367.jpg,.jpg,53214,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_368.jpg,Image_368.jpg,.jpg,115053,500,332,1.506,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_369.jpg,Image_369.jpg,.jpg,23813,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_37.jpg,Image_37.jpg,.jpg,83974,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_370.jpg,Image_370.jpg,.jpg,27811,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_371.jpg,Image_371.jpg,.jpg,53681,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_372.jpg,Image_372.jpg,.jpg,19380,223,240,0.9292,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_373.jpg,Image_373.jpg,.jpg,35375,320,212,1.5094,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_374.jpg,Image_374.jpg,.jpg,77452,500,391,1.2788,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_375.jpg,Image_375.jpg,.jpg,31036,320,247,1.2955,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_376.jpg,Image_376.jpg,.jpg,40331,320,259,1.2355,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_377.jpg,Image_377.jpg,.jpg,132821,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_378.jpg,Image_378.jpg,.jpg,63572,500,334,1.497,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_379.jpg,Image_379.jpg,.jpg,140146,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_38.jpg,Image_38.jpg,.jpg,26124,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_380.jpg,Image_380.jpg,.jpg,47447,320,225,1.4222,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_381.jpg,Image_381.jpg,.jpg,48263,320,213,1.5023,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_382.jpg,Image_382.jpg,.jpg,84959,500,380,1.3158,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_383.jpg,Image_383.jpg,.jpg,83078,500,330,1.5152,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_384.jpg,Image_384.jpg,.jpg,51756,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_385.jpg,Image_385.jpg,.jpg,36574,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_386.jpg,Image_386.jpg,.jpg,32052,320,259,1.2355,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_387.jpg,Image_387.jpg,.jpg,42038,500,335,1.4925,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_388.jpg,Image_388.jpg,.jpg,66571,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_389.jpg,Image_389.jpg,.jpg,34360,180,240,0.75,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_39.jpg,Image_39.jpg,.jpg,18386,205,240,0.8542,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_390.jpg,Image_390.jpg,.jpg,67320,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_391.jpg,Image_391.jpg,.jpg,101287,500,346,1.4451,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_392.jpg,Image_392.jpg,.jpg,34502,320,251,1.2749,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_393.jpg,Image_393.jpg,.jpg,51251,500,333,1.5015,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_394.jpg,Image_394.jpg,.jpg,36904,320,226,1.4159,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_395.jpg,Image_395.jpg,.jpg,39133,320,256,1.25,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_396.jpg,Image_396.jpg,.jpg,98420,500,335,1.4925,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_397.jpg,Image_397.jpg,.jpg,52256,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_398.jpg,Image_398.jpg,.jpg,95139,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_399.jpg,Image_399.jpg,.jpg,72743,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_4.jpg,Image_4.jpg,.jpg,23143,175,240,0.7292,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_40.jpg,Image_40.jpg,.jpg,40376,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_400.jpg,Image_400.jpg,.jpg,32041,240,240,1.0,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_401.jpg,Image_401.jpg,.jpg,72487,500,375,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_402.jpg,Image_402.jpg,.jpg,31972,320,240,1.3333,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_403.jpg,Image_403.jpg,.jpg,66059,640,222,2.8829,True
/content/drive/MyDrive/MASTER BIG DATA/md2_2025/ej4_clustering_flores/data/flores/Image_404.jpg,Image_404.jpg,.jpg,91182,500,372,1.3441,True
